ParticipantId	SampleCode	contdag	gesl2	LFTB	pershuis	Lftpershuis1	Lftpershuis2	Lftpershuis3	Lftpershuis4	Lftpershuis5	Lftpershuis6	Lftpershuis7	Lftpershuis8	Lftpershuis9	Lftpershuis10	contpers0tot9	contpers10tot19	contpers20tot29	contpers30tot39	contpers40tot49	contpers50tot59	contpers60tot69	contpers70tot79	contpers80tot89	contpers90plus	contpers0tot4	contpers5tot9	pershuisv2
7026	13602311	3	2	26	2	31												4	1		1	5	9	20	9			2
7028	13602278	2	2	26	4	1	3	26	29							30		6	6		3					30		4
7029		6	1	26	2	26	65											2	2	2				1				2
7030	13602315	3	2	27	3	1	32									1			1							1		3
7031	13602285	3	2	27	5	0	2	5	27	36								4	4	1								5
7034	13602313	2	2	28	2	31										20		2	3		1					15	5	2
7038		3	1	29	4	1	3	26														1						4
7039	13602422	2	2	29	3	0	29	36								1			1			2				1		3
7040	13602327	2	1	29	2	26													1	2	2							2
7042	13602308	2	1	30	4	25	30	61	62									4	1			4						4
7043	13602324	4	1	31	2	28													3		3							2
7045		4	2	32	7	1	5	6	9	11	33					4	1	3	4							2	2	7
7047	13602299	5	2	33	4	6	8	32	33							6		1	4	3	2					3	3	4
7049	13602304	1	2	34	2	60										2		1	3							1	1	2
7051	13602423	3	2	37	1	37												2	5	2		2						1
7052		2	1	37	6	1	3	5	8	30	37																	6
7058	13602306	3	1	42	4	7	9	36								4		3	9	5			2				4	4
7059	13602310	1	2	45	4	16	20	45	49								1	2					2					4
7060	13602302	2	2	45	3	10	15	45								1	3		2	2						1		3
7061		1	1	46	2	22												2	1	1								2
7062	13602329	5	1	46	9	0	8	14	15	16	19	20	42				1		1	2			3					9
7067	13602323	3	1	48	7	13	17	20	23	24	47	48					4			6								7
7072	13602305	3	2	50	2	53										1		3	1	2	1	1						2
7074	13602316		1	51	4	13	21	48	51																			4
7075	13602418	7	2	51	2	52																						2
7077	13602318	3	1	52	5	15	18	20	50	52								2	1		4							5
7078	13602319	2	1	53	4	10	12	34	53								2		2	3	1							4
7079	13602301	4	2	53	2	50										1				15	15					1		2
7080	13602326	4	2	53	2	53	59										1	5	9	5	4	2			1			2
7081	13602312	4	1	54	2	52	54									4	1	4	1	1	3					1	3	2
7082	13602420	5	2	54	2	54	59									3	1	2	1					1				2
7083	13602309	3	2	55	2	58																1	1					2
7084	13602325	4	1	55	1												2	10	10	4	4			2				1
7088	13602307	3	1	57	1													1		2	6							1
7095	13602296	3	2	63	2	63	65														5							2
7099	13602293	1	1	64	2	45										2						1					2	2
7100		5	1	64	2	60													10		15							2
7102	13602290	4	2	65	2	70																2						2
7104	13602294	2	1	67	2	64										1	1	6	7		10	10	20	15	1	1		2
7105	13602282	5	1	68	2	37	38									2				1	2	2	1				2	2
7110	13602291	7	2	71	2	68										1	1		2			2					1	2
7112	13602295	2	2	72	3	42	72	81												2	1							3
7115	13602419		2	74	1												1	1		2	2	2						1
7122	13602335	1	1	-0	5	0	4	7	29	42																		5
7128			2	-0	5	0	2	5	31	34																		5
7130	13602338	4	2	-0	4	0	1	28	30									1	1		2							4
7131		7	2	0	4	2	25	26								1											1	4
7133			2	0	6	0	2	6	8	33	34																	6
7134	13602342	7	2	0	5	0	2	4	36	36						2			2		2					2		5
7135	13602363	1	1	0	9	0	3	4	6	10	12	12	40	42		3	1										3	9
7138	13602345	6	2	0	3	0	33	36								2		2	6	1	2			1		2		3
7141	13602346	4	2	0	3	0	23	29										2		2								3
7143	13602349	2	1	0	6	13	15	19	39	43							4											6
7147		3	1	1	3	1	29	30													2							3
7148	13602332	2	2	1	6	8	10	11	36	39								1	1									6
7150		4	1	1	4	1	5	28	36							1						2	1			1		4
7155	13602339	4	2	1	4	0	1	28	30									1	1		2							4
7162	13602430	5	1	2	5	1	2	4	26	28						9		3	1							6	3	5
7166	13602353	4	1	4	7	6	11	13	14	36	38					22	1	1	1	2						22		7
7168		4	1	4	4	4	6	30	32							6	1		2		1					1	5	4
7169	13602428	7	2	4	5	4	6	8	28	32						2		1	1								2	5
7170	13602356	3	1	4	4	1	32	35											4		1	1	2					4
7171	13602429	3	1	4	5	3	7	32	32							23	4	1	2	1	2	1				22	1	5
7173	13602348	2	2	5	4	3	5	34	36							8										4	4	4
7175	13602376	6	1	7	4	5	39	40										1				2						4
7176	13602343	1	1	7	3	35	40									25				2	2		2				25	3
7177	13602347	2	1	7	5	3	9	37	43							40				2							40	5
7179	13602330	7	2	8	4	8	12	37	41													1						4
7180		1	2	9	4	11	37	39								10	2		1	1		1					10	4
7181	13602337	6	2	9	7	9	16	19	23	25						2										1	1	7
7182	13602333	2	2	9	10	0	1	3	6	8	9	11	12	33	37	20		5										10
7183	13602352	6	2	10	5	5	10	12	37	40							2											5
7186	13602361	3	2	12	6	3	5	9	29	32						3	4	3	2	1	1					2	1	6
7187	13602365	2	2	12	9	0	3	4	6	9	12	12	40	42		3	9			4						1	2	9
7188	13602400	2	1	12	4	10	40	42									10			3								4
7189	13602396	7	1	12	4	8	12	37	41													1						4
7191	13602373	5	1	14	4	7	14	35	39							2	12			5	1	2					2	4
7192	13602368	4	1	14	4	11	43	43									45	2	5	3	1							4
7197		6	1	17	2	17	36										30	2										2
7198		7	1	17	3	17	48	52									4			1	1							3
7202	13602385		2	20	7	12	14	20	22	23	42	46				3	10	7		3						1	2	7
7203		3	1	20	5	20	27	29	57	66										1								5
7204	13602379	2	2	20	2	20	21											4	1		2							2
7211	13602431	1	2	22	5	22	26	27	60	64							9	4	1	2	2							5
7212	13602386	2	2	23	2	25										2	3	2	1			1				1	1	2
7213	13602381	2	1	23	4	18	23	49	50								3	5	2	1				1				4
7214	13602390	7	1	23	6	14	17	23	24	50	53						4	4	1		2							6
7229	13602387	1	1	26	2	28											1	4			1							2
7231	13602398	3	1	27	4	0	1	23									4	2	1	1	2	1	2	1				4
7232	13602427	7	2	28	5	4	6	8	28	32						3			1							1	2	5
7233	13602426	1	1	28	3	53	55										1	1	1	1	1							3
7234	13602395	4	2	28	4	1	5	28	36							2		6	3							1	1	4
7235	13602374	2	2	28	1											10	3	3	2	1	3	2	1	1		8	2	1
7236	13602402	3	2	28	4	8	10	30	34							4	1		2		2						4	4
7237		1	1	28	3	1	27	28								1		4	4	2			1			1		3
7239	13602391	2	2	28	2	26										1		3	10	4	6							2
7241		4	2	30	4	4	6	30	32							3			2		1					1	2	4
7245	13602399	2	1	31	2	31	31										10											2
7246	13602370	2	2	31	2	8													4	2		1	3	6	1			2
7247	13602357	3	2	32	4	1	4	35								2		1	3	1	1	3				1	1	4
7252	13602397	1	1	35	3	7	40										1	5	6	3	2							3
7255	13602292	7	2	36	3	35	35										1	4	5	5	10	5	10	10	10			3
7260	13602382	2	2	38	4	4	6	38	46							41		3	11	1						36	5	4
7262	13602371	3	2	39	2	41													3	1		3	1					2
7263	13602350	2	2	39	6	0	13	15	19	43							4					2						6
7264	13602377	7	2	39	4	5	7	39	40											1		2	1					4
7265	13602364	1	2	40	9	0	2	4	6	10	12	12	40	42		4			2	1							4	9
7266	13602433	3	1	40	6	2	10	13	15	37						1	4	6	2							1		6
7267	13602401	2	2	40	4	10	12	42								3				6		2					3	4
7268	13602375	2	2	40	7	5	9	11	16	18	43					2	3		2	1	1							7
7271	13602389	1	2	41	3	10	13										1	3		3	1							3
7273	13602388	6	2	42	1												3	15	10	6	8	3	2					1
7274	13602384	4	2	42	2	6										10	2	5	10	5	2	3	5			2	8	2
7275		2	2	42	2	46											1		2		6	1		1				2
7280	13602369	2	1	44	2	41												2	6	6	4							2
7284	13602393	3	1	46	4	4	6	38	46							3		4	6	3	4					2	1	4
7285	13602372	2	2	48	2	56															2		1	1				2
7286	13602378	2	1	49	2	48										2	8	4	4	2	3	2	1			1	1	2
7288	13602392	2	1	49	2	47										20	10	10	5	5	3					6	14	2
7292	13602336	5	1	52	7	9	16	19	23	25									1	1	1		1					7
7297	13602380	3	2	54	2													2		2	4							2
7299	13602432	4	1	55	2	52										2		4			1		1	1		2		2
7305		4	2	58	2	55	58									1	1	10	11	5	2	2						2
7307	13602383	2	1	59	2	32												1	3	2								2
7308	13602394	2	2	59	2	60														2	8	10	2					2
7311	13602331	2	2	61	1											5	1		1	1							5	1
7313	13602362	1	1	61	2	60	62									2						2						2
7314		5	1	62	2	62																1						2
7316	13602359	2	2	63	2	63	65												1	1		1						2
7317	13602425	6	2	64	2	64	66											2				2						2
7318	13602360	2	1	64	5	22	26	28	60							2			2			2	1		1		2	5
7319		6	1	65	2	63										1	3		1	2		1						2
7322	13602334	3	1	66	2	66										8			4			2				2	6	2
7323	13602354		1	66	1																							1
7327	13602351	2	2	68	2	71													1	1	1		2	1				2
7328	13602344	1	1	68	3	21	59	68														2						3
7329		5	2	69	2																							2
7331	13602367	2	1	69	2	60													1	1	2							2
7334	13602358	2	1	70	2	69														8	12	16	4					2
7337	13602340		1	71	2	69	71																					2
7347	13602341		1	76	2	69	76																					2
7349	13602355	2	2	77		77	79														2							2
7350	13602424		1	77	2																							2
7352	13602366	2	1	79	1												2			2		2						1
7359			2	-0	5	4	7	37	39																			5
7360	13602435		1	-0	2	0																						2
7362	13602439		1	-0	3	0	31	39																				3
7364			2	-0	3	0	26	28																				3
7367	13602441		1	-0	3	3	27	33																				3
7368			1	-0	4	2	31	31																				4
7369		3	2	-0	3	31	32																					3
7371		1	1	-0	4	0	2	32	35							1		3	2							1		4
7376			2	-0	4	0	26	49																				4
7379			2	0	6	0	2	4	20	25	28																	6
7380		4	2	0	5	2	4	33	39							3	2		2		1	2				2	1	5
7381		3	2	0	4	3	30	31								1			2		1					1		4
7384	13602492	5	2	0	4	0	2	26	29							5		3	1		3					1	4	4
7386	13602668	6	2	0	5	0	2	5	32	36												1						5
7387	13602669	3	1	0	4	0	31	32								1			2			2				1		4
7388	13602551		1	0	3	30	33																					3
7389	13602517	1	1	0	6	3	6	6	38	39											1							6
7390	13602563	2	1	0	3	0										8		3								8		3
7391	13602564	5	2	0	5	3	5	33	35							1	5	1	2	6	2	2	1			1		5
7393	13602508	2	1	0	4	0	31	35								7		3								7		4
7394	13602453		1	0	3	26	28																					3
7397		1	1	0	3	29	29									1					2	2						3
7405	13602662	3	1	1	4	0	30	31								5		2	2							5		4
7407	13602447	4	1	2	4	0	2	29	33							1										1		4
7409	13602511	2	2	2	5	2	4	8	37	38						18		4	3							16	2	5
7412	13602450		2	2	4	3	4	23	37																			4
7415	13602524	7	2	3	4	6	35	38								1			1	1	1						1	4
7416		7	2	3	2	42														1	1	2						2
7417		1	1	3	4	1	4	23	29							15	2			3						15		4
7420	13602516	3	2	3	4	4	32	33								7			3							6	1	4
7425	13602538	3	1	3	4	2	30	38								2	2		1								2	4
7431		5	2	4	3	3	36	38								20			8			2				16	4	3
7442	13602529	2	1	5	5	2	7	42	42							40			6	4						4	36	5
7444		7	2	6	4	1	35	43								11		3	3	3						1	10	4
7445	13602518	7	2	6	6	11	20	41	45																			6
7446	13602515	2	2	6	4	6	8	36	40							7			1	2	1						7	4
7449	13602525	2	1	7	5	1	5	28	49							20											20	5
7450	13602513	3	1	7	6	5	8	9	38	43						13	6			8		1	2			3	10	6
7451	13602512	2	1	7	5	4	8	33	35							10			2		2					1	9	5
7452		1	1	7	4	4	7	35	37							10	2		2		2					1	9	4
7453	13602519	2	2	7	5	2	4	37	38							7	1		1	1							7	5
7454	13602658	3	2	8	3	47	48									5				3						3	2	3
7455	13602661	4	1	8	4	4	38	39								10											10	4
7458	13602506	2	2	9	5	4	6	9	38	45						24			1	1							24	5
7459	13602510	3	2	10	6	7	7	11	45	46						20	20		4								20	6
7463	13602505	7	1	11	6	8	11	15	17	42	44						10											6
7464		5	2	11	4	12	42	44								22	30	7		2							22	4
7465	13602664	1	1	11	5	14	16	42	43								10			1								5
7467	13602562	2	2	12	4	11	45	53									25	2		1	2							4
7468	13602462	4	1	12	5	9	12	15	42	44						1	6			2							1	5
7469	13602533	5	2	13	4	15	49	58								3	3		1								3	4
7470	13602532	5	1	13	6	11	13	16	18	46	48					2	10			4	2						2	6
7472	13602667	1	1	14	5	8	11	46	48								10											5
7473	13602530	4	2	14	4	15	54	64									2		2									4
7474	13602501		1	14	4	14	19	40	51																			4
7475	13602541	1	2	14	4	18	21	49									2	1		1								4
7477	13602531	1	2	14	4	12	14	36	39								50	10	10	5								4
7481	13602469	7	1	15	3	4	15	36								1	15		8		2			1		1		3
7482	13602528	6	1	15	4	13	45	47									25	3		2	3							4
7483	13602550	3	2	16	5	7	16	17	45	46							3	4	1		1							5
7485	13602468	7	1	16	6	16	18	20	22	50	51						10	1	2	2	2							6
7487	13602463	3	1	16	5	14	16	18	46	46							5	2		4								5
7488		6	2	17	6	8	11	15	17	42	44					1	1	10	20	20	5	5	1				1	6
7490	13602549	3	2	18	4	22	52	53									1	2	2	5	4	2						4
7492	13602476	7	2	18	4	23	49	51								5	5	15	20	10	5					2	3	4
7499	13602565	2	2	20	3	20	22	24									3			1	1							3
7501		5	1	20	3	20	41	60									2	1		2		2						3
7508	13602545	3	2	20	5	17	19	50	51								2	8	1	2	2							5
7509	13602494	7	2	20	3											5	6	2	2	3	1	1				2	3	3
7510	13602552	4	1	21	7	7	11	15	19	21	44	46				1	2	1		2	1							7
7511	13602548	1	2	21	2	54										3										3		2
7513	13602522	4	2	21	7	19	20	21	22								1		1									7
7516	13602666	3	2	21	1													1	1	1								1
7520	13602670	7	2	22	1	22										2	1	2	2	4	2						2	1
7524	13602546	5	1	23	2	23												4	4	2								2
7527	13602659	3	2	23	2	27																						2
7528	13602502	7	1	23	2	22											2	1				1						2
7532	13602495	4	2	23	1													1			3							1
7535	13602540	4	2	24	2	24	25											8	2	4								2
7541	13602480	3	2	25	2	25	28											2	3									2
7544	13602536	1	1	25	2	54										1	1	2	1		3					1		2
7549	13602537	1	2	25	2	24											1	5	2	1	2	1	1					2
7552		3	2	26	2	28												2	3	5	10	10	10					2
7555	13602558	3	2	26	2	26	29											5	4	1	4	1						2
7556		6	2	26	2	32										1	2	3	3	4	2					1		2
7557	13602500	5	2	26	1	26												2			7							1
7563	13602475	7	2	27	2	76																	1					2
7568	13602499	5	2	28	2	30												1	1									2
7573	13602660	3	1	29	4	3	6	26								5	2	3	2	1						3	2	4
7574	13602560	2	1	29	2	29										2		16	8	3	2					1	1	2
7575	13602553	3	1	29	2	28												6	8	9	8							2
7576	13602561	1	2	29	2	32												10	5	6	4		1					2
7579		4	2	30	2	33												3										2
7580	13602656	3	2	30	1												1				2							1
7581	13602655	4	2	30	1											2		1									2	1
7582	13602491	6	1	30	3	0	30	32								1		2			3	1				1		3
7583	13602555	4	2	31	2	36												2	5	1								2
7589	13602672	5	1	32	2	31												8	17	3	1							2
7591	13602481	1	2	33	2	44												2	2	4	2							2
7597		2	2	34	4	5	9	35								7		2	3		4	1				1	6	4
7598			2	34	3	5	34	37																				3
7600		2	2	35	4	4	6	38								2		1	8							1	1	4
7604	13602496	7	2	36	4	9	11	37								2		6			2		4			2		4
7608	13602486	5	1	37	4	1	3	34								2	1		7	2	2	2				2		4
7615		4	2	39	2	6										4	2	2	3				3			2	2	2
7617	13602556	4	1	39	2	39												1	1									2
7620	13602436	4	2	40	4	11	14	41								1			2	1							1	4
7622	13602482		1	40	2	47																						2
7624	13602554	4	1	41	2	43												1	5	3	1							2
7629	13602503	4	2	42	5	8	13	15	45								45			15	1							5
7630	13602489	5	1	43	5	10	12	14	38								5		1	2								5
7631	13602559	4	2	43	2	41										2	3	4	3	2	2	1				2		2
7632	13602493	5	2	44	5	10	12	15	52								6		20	15	4							5
7633	13602477	7	2	44	2	45											1			2								2
7635	13602478	7	1	44	4	13	19	44	45							2		3	4		2							4
7636	13602557	4	1	44	4	7	9	42	44									3	5	15	2							4
7641	13602657	3	2	46	3	19	21										1	2		4	1							3
7644	13602464	4	2	46	1															2	2	1		1				1
7645	13602479	6	2	46	6	14	15	16	18	43						10	20	20	20	20	20	20	10			2	8	6
7647	13602483	1	1	47	4	14	18	46								3	2	6	2	4	2						3	4
7648	13602566	6	2	47	4	22	24	47	47									2										4
7650	13602484	5	1	48	1													8	5	12	1							1
7651	13602474	3	2	48	2	50												3	4	3	5	2		10				2
7654	13602663	6	1	49	4	16	19	50										1			2			3				4
7655	13602547	2	2	49	4	14	18	47	49								1	2	6									4
7657	13602539	3	2	49	3	17	56									2			10	3						1	1	3
7658	13602473	6	2	49	5	14	17	23	49	51							3	2	5	8			1	1				5
7659	13602487	3	1	50	4	11	13	42									2	2	3	2	2							4
7661	13602434	1	1	51	4	10	11	39										2		3								4
7662	13602543	4	1	51	2	45										2		2	2	2	2					1	1	2
7663		3	2	52	1													10	2	5	4		1	1				1
7665	13602542	3	2	52	2	57															5							2
7666	13602498	4	1	52	4	16	22	47										2			1							4
7667	13602488		2	52	2	55																						2
7668	13602485	1	1	52	4	13	17	48															8					4
7669	13602514	7	2	52	4	27	29	53	59																			4
7671	13602472	4	2	53	3	22	28												2	2	4							3
7673	13602535	3	2	54	2	57													2		4	2						2
7675		1	1	54	2	56												2	1	1	1							2
7677	13602534	1	2	54	2	55										1	3	6	2	2	15	10	9			1		2
7678	13602490	6	2	54	1														3	4	2			1				1
7682		3	2	55	2	24												3		8								2
7686	13602497	4	2	56	1	56										1			4	1	2		2				1	1
7688		6	1	57	2	54										1			2							1		2
7691	13602527		2	58	3	29	58	76																				3
7693	13602665	1	2	59	2	60										2	1	2	1	1	3	2				1	1	2
7694		6	2	59	3																	10						3
7695	13602544		2	59	1																							1
7698		6	2	59	3	23	59	60										2			2							3
7701	13602448	3	2	61	1											5	1		5		2						5	1
7704	13602455	7	1	62	2	56												5	10	5	5	1	1					2
7707	13602460	2	1	62	2	63													2	3	8	3	2	2				2
7710	13602443	6	2	63	2	67																1						2
7713	13602440	6	2	64	2	64										15	15		5	6		4						2
7715	13602442	5	1	64	2	61													2		3							2
7719	13602467	6	1	65	2	61																		2				2
7722	13602454	3	2	65	1																	2						1
7724	13602470	3	1	66	3	40	64									3		3	1	2	2	2		1		1	2	3
7726	13602509	7	1	66	2	62												1	1			4	2					2
7727	13602451	7	2	66	2	73																						2
7730	13602456		2	67	2	36	38																					2
7732	13602457		2	68	2	72																						2
7735	13602526	5	2	68	2	68	76									5				5							5	2
7739	13602452	5	2	70	2	84														3			1					2
7740	13602445	6	1	70	2	62											1			2	1	1	3	2				2
7743	13602504	7	2	70	1																2			3				1
